,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,party_simple,key,ballotpedia,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
814,H2CA42171,"CASTILLO, SAUL",CA,42,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,saul  castillo,,,,,,
815,H6FL11126,"CASTOR, KATHY",FL,14,DEMOCRATIC PARTY,House,Incumbent,C,C001066,Kathy Castor,412195.0,Democrat,kathy  castor,https://ballotpedia.org/Kathy_Castor,usrepkcastor,1880674038,,,
816,H6FL11126,"CASTOR, KATHY",FL,14,DEMOCRATIC PARTY,House,Incumbent,C,C001066,Kathy Castor,412195.0,Democrat,kathy  castor,https://ballotpedia.org/Kathy_Castor,kathycastorfl,756123897783808000,,,
817,H2VA07154,"CASTORANI, JOHN",VA,7,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,john  castorani,,,,,,
818,H2TX35011,"CASTRO, JOAQUIN",TX,20,DEMOCRATIC PARTY,House,Incumbent,C,C001091,Joaquin Castro,412576.0,Democrat,joaquin  castro,https://ballotpedia.org/Joaquin_Castro,joaquincastrotx,231510077,,,
819,H2TX35011,"CASTRO, JOAQUIN",TX,20,DEMOCRATIC PARTY,House,Incumbent,C,C001091,Joaquin Castro,412576.0,Democrat,joaquin  castro,https://ballotpedia.org/Joaquin_Castro,castro4congress,323440720,,,
821,H2TX12101,"CATALA, RYAN JOSHUA",TX,12,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,ryan  catala,https://ballotpedia.org/Ryan_Catala,ryanjcatala,1420184003609563138,,,
822,H2TX16268,"CATER, CORBIN ZANE",TX,16,INDEPENDENT,House,Challenger,N,,,,Other,corbin  cater,,,,,,
823,H2TX08299,"CATER, CORBIN ZANE",TX,8,INDEPENDENT,House,Open seat,N,,,,Other,corbin  cater,,,,,,
824,H2TX00148,"CATHEY, CAITLIN CREE",TX,0,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,caitlin  cathey,,,,,,
825,H2NJ12135,"CATUCCI, NICHOLAS JOSEPH",NJ,12,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,nicholas  catucci,,,,,,
826,H2FL07172,"CAVAGNA, JOSEPH",FL,7,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,joseph  cavagna,,,,,,
828,H2WA01252,"CAVALERI, VINCENT",WA,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,vincent  cavaleri,https://ballotpedia.org/Vincent_Cavaleri,cavalerifor,1450305894265155593,,,
830,H2NC07195,"CAVALIER, CRYSTAL ANN",NC,4,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,crystal  cavalier,https://ballotpedia.org/Crystal_Cavalier,crystalfornc,1494309082848706569,,,
831,H2NV01348,"CAVANAUGH, KEN",NV,1,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,ken  cavanaugh,,,,,,
832,H2PA17145,"CAVARETTA, DEAN",PA,17,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,dean  cavaretta,,,,,,
833,H2TX15120,"CAVAZOS, JOSE AIZAR",TX,15,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,jose  cavazos,https://ballotpedia.org/Jose_Aizar_Cavazos,aizarcavazostx,1448065776121008133,,,
835,H2OR02164,"CAVENER, MARK",OR,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,mark  cavener,https://ballotpedia.org/Mark_Cavener,markcavener,46145406,,,
837,H0NC11233,"CAWTHORN, DAVID MADISON",NC,11,REPUBLICAN PARTY,House,Incumbent,P,C001104,Madison Cawthorn,456833.0,Republican,david  cawthorn,https://ballotpedia.org/Madison_Cawthorn,cawthornfornc,1207874097251639296,,,
839,H2MO47016,"CEASAR, FELIX MR",MO,47,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,felix  ceasar,,,,,,
840,H2NY23194,"CENEDELLA, MARC CHRISTIAN",NY,23,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,marc  cenedella,,,,,,
841,H2NV00068,"CENTENO, JAIME MR JR",NV,0,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,jaime  centeno,,,,,,
842,H2OH01186,"CENTERS, BRENT W",OH,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,brent  centers,,,,,,
843,H2SC01085,"CENTURION, INGRID",SC,1,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,ingrid  centurion,,,,,,
844,H2NY12189,"CERROTTI, JESSE",NY,12,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jesse  cerrotti,,,,,,
845,H8OH01043,"CHABOT, STEVE",OH,1,REPUBLICAN PARTY,House,Incumbent,P,C000266,Steve Chabot,400071.0,Republican,steve  chabot,https://ballotpedia.org/Steve_Chabot,repstevechabot,237750442,,,
846,H8OH01043,"CHABOT, STEVE",OH,1,REPUBLICAN PARTY,House,Incumbent,P,C000266,Steve Chabot,400071.0,Republican,steve  chabot,https://ballotpedia.org/Steve_Chabot,stevechabot,23775782,,,
849,H2CT03102,"CHAI, AMY FOGELSTROM DR",CT,3,LIBERTARIAN PARTY,House,Challenger,P,,,,Other,amy  chai,https://ballotpedia.org/Amy_Chai,docchai2022,1445538809760784400,,,
850,H2NY20117,"CHAIRES, JUSTIN RAPHAEL MR",NY,20,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,justin  chaires,,,,,,
851,H2FL15209,"CHAMBERS, CHRIS",FL,14,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,chris  chambers,,,,,,
852,H2CA37353,"CHAMPION, CHRIS",CA,37,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,chris  champion,https://ballotpedia.org/Chris_Champion,,,,,
853,H2WA09156,"CHAN, SEA",WA,9,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,sea  chan,https://ballotpedia.org/Sea_Chan,,,,,
854,H2SC04121,"CHANDLER, MICHAEL",SC,4,CONSTITUTION PARTY,House,Challenger,N,,,,Other,michael  chandler,https://ballotpedia.org/Michael_Chandler_(South_Carolina),,,,,
855,H6TN07146,"CHANDLER, THARON",TN,4,INDEPENDENT,House,Challenger,N,,,,Other,tharon  chandler,https://ballotpedia.org/Tharon_Chandler,,,,,
856,H2WA08240,"CHAPMAN, DAVE",WA,8,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,dave  chapman,https://ballotpedia.org/Dave_Chapman_(Washington),,,,,
857,H2SC06118,"CHAPMAN, JOHN",SC,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,john  chapman,,,,,,
859,H2VA11214,"CHAPPELL, MATTHEW LOUIS",VA,11,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,matthew  chappell,https://ballotpedia.org/Matthew_Chappell_(Virginia),matt4va11,,No tweets found.,Name not found.,
860,H0WA01124,"CHARTRAND, DEREK",WA,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,derek  chartrand,https://ballotpedia.org/Derek_Chartrand,chartrandfor,1258253386001952768,,,
862,H2VA07204,"CHASE, AMANDA FREEMAN",VA,7,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,amanda  chase,,,,,,
863,H2GA04201,"CHAVEZ, JONATHAN",GA,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,jonathan  chavez,https://ballotpedia.org/Jonathan_Chavez,chavez4congress,1467479031855652865,,,
865,H2OR05209,"CHAVEZ-DEREMER, LORI",OR,5,REPUBLICAN PARTY,House,Incumbent,C,C001135,,456933.0,Republican,lori  chavezderemer,https://ballotpedia.org/Lori_Chavez-DeRemer,replcd,1583530102297600000,,,
866,H2OR05209,"CHAVEZ-DEREMER, LORI",OR,5,REPUBLICAN PARTY,House,Incumbent,C,C001135,,456933.0,Republican,lori  chavezderemer,https://ballotpedia.org/Lori_Chavez-DeRemer,lchavezderemer,4833263702,,,
867,H2IL03170,"CHEHADE, IYMEN",IL,3,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,iymen  chehade,https://ballotpedia.org/Iymen_Chehade,iymen4congress,1473372933166927878,,,
869,H2CA39136,"CHEN, JAY",CA,45,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,jay  chen,https://ballotpedia.org/Jay_Chen,jfchen,14386156,,,
871,H6WY00159,"CHENEY, ELIZABETH MRS.",WY,0,REPUBLICAN PARTY,House,Incumbent,P,C001109,Liz Cheney,412732.0,Republican,elizabeth  cheney,,liz_cheney,98471035,,,
872,H6WY00159,"CHENEY, ELIZABETH MRS.",WY,0,REPUBLICAN PARTY,House,Incumbent,P,C001109,Liz Cheney,412732.0,Republican,elizabeth  cheney,,replizcheney,816719802328715264,,,
874,H2NY19135,"CHENEY, JAMIE",NY,19,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,jamie  cheney,https://ballotpedia.org/Jamie_Cheney,,,,,
876,H8FL20032,"CHERFILUS-MCCORMICK, SHEILA",FL,20,DEMOCRATIC PARTY,House,Incumbent,C,C001127,,456865.0,Democrat,sheila  cherfilusmccormick,https://ballotpedia.org/Sheila_Cherfilus-McCormick,congresswomansc,1484252226646421505,,,
877,H8FL20032,"CHERFILUS-MCCORMICK, SHEILA",FL,20,DEMOCRATIC PARTY,House,Incumbent,C,C001127,,456865.0,Democrat,sheila  cherfilusmccormick,https://ballotpedia.org/Sheila_Cherfilus-McCormick,sheila4congress,988942485828308992,,,
878,H2FL22148,"CHESS, STEVEN",FL,23,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,steven  chess,https://ballotpedia.org/Steve_Chess,chess4congress,1404206814321860608,,,
880,H2NM01342,"CHICK, CAMERON ALTON MR. SR",NM,1,INDEPENDENT,House,Challenger,N,,,,Other,cameron  chick,,,,,,
881,H2NM01375,"CHICK, CAMERON SR.",NM,1,INDEPENDENT,House,Challenger,N,,,,Other,cameron  chick,,,,,,
883,H2CA50240,"CHIDDICK, DAVID",CA,50,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,david  chiddick,https://ballotpedia.org/David_Chiddick,chiddick,31607630,,,
884,H2AL06183,"CHIEFFO, ANDRIA",AL,6,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,andria  chieffo,,,,,,
885,H2NJ10261,"CHILDRESS, CLENARD HOWARD JR.",NJ,10,OTHER,House,Challenger,N,,,,Other,clenard  childress,,,,,,
887,H2MO01161,"CHILDRESS, EARL",MO,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,earl  childress,https://ballotpedia.org/Earl_Childress,earlchildress,468552413,,,
888,H4GA02078,"CHILDS, VIVIAN LOUISE",GA,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,vivian  childs,https://ballotpedia.org/Vivian_Childs,,,,,
890,H2CA09121,"CHIMA, HARPREET SINGH",CA,9,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,harpreet  chima,https://ballotpedia.org/Harpreet_Chima,harpreetchima,47595107,,,
891,H2CA39151,"CHING, ERIC J",CA,38,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,eric  ching,https://ballotpedia.org/Eric_Ching,ericching4cd38,1412320354907811840,,,
894,H2ID02190,"CHRISTENSEN, FLINT LANDEN",ID,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,flint  christensen,https://ballotpedia.org/Flint_Christensen,fb_jailbreak,1462229624209825796,,,
896,H2GA06222,"CHRISTIAN, ROBERT FRANKLIN MR. III",GA,6,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,robert  christian,https://ballotpedia.org/Bob_Christian,christianforga6,1505540741984047108,,,
897,H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,C001080,Judy Chu,412379.0,Democrat,judy  chu,https://ballotpedia.org/Judy_Chu,judychucampaign,793208286,,,
898,H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,C001080,Judy Chu,412379.0,Democrat,judy  chu,https://ballotpedia.org/Judy_Chu,repjudychu,193732179,,,
899,H2FL05200,"CHUBA, JON",FL,4,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,jon  chuba,https://ballotpedia.org/Jon_Chuba,jontchuba,91584105,,,
901,H2NY25090,"CHUMERT, FESTUS MR",NY,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,festus  chumert,,,,,,
902,H2TX15237,"CHURCHILL, VANGELA",TX,15,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,vangela  churchill,https://ballotpedia.org/Vangela_Churchill,forchurchill,1463308732671176707,,,
904,H4NY29148,"CIAMPOLI, JOHN",NY,16,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,john  ciampoli,https://ballotpedia.org/John_Ciampoli,,,,,
906,H2VA07253,"CIARCIA, GINA RENEE MRS.",VA,7,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,gina  ciarcia,https://ballotpedia.org/Gina_Ciarcia,ginaciarcia,,No tweets found.,Name not found.,
908,H2PA06197,"CIARROCCHI, GUY",PA,6,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,guy  ciarrocchi,https://ballotpedia.org/Guy_Ciarrocchi,guyciarrocchi,1431608684107472902,,,
909,H0RI01073,"CICILLINE, DAVID",RI,1,DEMOCRATIC PARTY,House,Incumbent,C,C001084,David N. Cicilline,412470.0,Democrat,david  cicilline,https://ballotpedia.org/David_Cicilline,davidcicilline,23593446,,,
910,H0RI01073,"CICILLINE, DAVID",RI,1,DEMOCRATIC PARTY,House,Incumbent,C,C001084,David N. Cicilline,412470.0,Democrat,david  cicilline,https://ballotpedia.org/David_Cicilline,repcicilline,462143773,,,
911,H2SC01101,"CINGOLANI, REBECCA NIESS",SC,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,rebecca  cingolani,,,,,,
912,H2AZ02360,"CISCOMANI, JUAN",AZ,6,REPUBLICAN PARTY,House,Incumbent,C,C001133,,456880.0,Republican,juan  ciscomani,https://ballotpedia.org/Juan_Ciscomani,repciscomani,1603530970593775616,,,
913,H2AZ02360,"CISCOMANI, JUAN",AZ,6,REPUBLICAN PARTY,House,Incumbent,C,C001133,,456880.0,Republican,juan  ciscomani,https://ballotpedia.org/Juan_Ciscomani,juanciscomani,62874548,,,
915,H0TX28077,"CISNEROS, JESSICA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,jessica  cisneros,https://ballotpedia.org/Jessica_Cisneros,jcisnerostx,1136317807954731014,,,
916,H2TX34188,"CISNEROS, LAURA E. DR.",TX,34,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,laura  cisneros,https://ballotpedia.org/Laura_Cisneros,,,,,
918,H2VA11206,"CLANCY, MIKE",VA,10,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,mike  clancy,https://ballotpedia.org/Mike_Clancy,clancy4congress,,No tweets found.,Name not found.,
919,H2TX32174,"CLANTON, ANDREW SCOTT MR",TX,32,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,andrew  clanton,,,,,,
920,H2NH14018,"CLAREMONT, MATHEW MR",NH,14,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,mathew  claremont,,,,,,
921,H2ID25019,"CLAREMONT, PETER FORDHAM MR",ID,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,peter  claremont,,,,,,
922,H2NC09225,"CLARK, BEN",NC,9,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,ben  clark,https://ballotpedia.org/Ben_Clark,benclarknc,1337037725141258243,,,
924,H2MI04286,"CLARK, CURTIS",MI,4,U.S. TAXPAYERS PARTY,House,Challenger,N,,,,Other,curtis  clark,https://ballotpedia.org/Curtis_Clark_(Michigan),,,,,
926,H0TN09111,"CLARK, DENNIS JEFFREY",TN,9,INDEPENDENT,House,Challenger,N,,,,Other,dennis  clark,https://ballotpedia.org/Dennis_Clark_(Tennessee_congressional_candidate),dennisdacomic,346512426,,,
928,H2FL25083,"CLARK, DREW-MONTEZ DR.",FL,20,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,drewmontez  clark,https://ballotpedia.org/Drew-Montez_Clark,drewmontezclark,957777167600951296,,,
929,H4MA05084,"CLARK, KATHERINE",MA,5,DEMOCRATIC PARTY,House,Incumbent,C,C001101,Katherine Clark,412600.0,Democrat,katherine  clark,https://ballotpedia.org/Katherine_Clark,teamkclark,23201727,,,
930,H4MA05084,"CLARK, KATHERINE",MA,5,DEMOCRATIC PARTY,House,Incumbent,C,C001101,Katherine Clark,412600.0,Democrat,katherine  clark,https://ballotpedia.org/Katherine_Clark,repkclark,,No tweets found.,Name not found.,
931,H4MA05084,"CLARK, KATHERINE",MA,5,DEMOCRATIC PARTY,House,Incumbent,C,C001101,Katherine Clark,412600.0,Democrat,katherine  clark,https://ballotpedia.org/Katherine_Clark,whipkclark,2293131060,,,
933,H2NC04150,"CLARK, ROBERT BENJAMIN III",NC,4,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,robert  clark,,,,,,
934,H2WI04070,"CLARK, TRAVIS R. MR.",WI,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,travis  clark,https://ballotpedia.org/Travis_Clark,,,,,
935,H2MI43011,"CLARK, WYATT BRONSON",MI,43,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,wyatt  clark,,,,,,
936,H2ID29011,"CLARKE, GEORGE NATHANIEL MR",ID,29,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,george  clarke,,,,,,
937,H4NY11138,"CLARKE, YVETTE D",NY,9,DEMOCRATIC PARTY,House,Incumbent,C,C001067,Yvette D. Clarke,412221.0,Democrat,yvette  clarke,https://ballotpedia.org/Yvette_Clarke,voteyvette,550131748,,,
938,H4NY11138,"CLARKE, YVETTE D",NY,9,DEMOCRATIC PARTY,House,Incumbent,C,C001067,Yvette D. Clarke,412221.0,Democrat,yvette  clarke,https://ballotpedia.org/Yvette_Clarke,repyvetteclarke,240812994,,,
939,H2WI08089,"CLARMONT, SHAUN MICHAEL",WI,8,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,shaun  clarmont,https://ballotpedia.org/Shaun_Clarmont,,,,,
941,H2AK01141,"CLAUS, SANTA",AK,0,UNAFFILIATED,House,Open seat,N,,,,Other,santa  claus,https://ballotpedia.org/Santa_Claus,santaclausforak,1509938817754558465,,,
942,H2GA14069,"CLAY, MARK DANIEL",GA,14,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,mark  clay,,,,,,
943,H2TX27117,"CLAYTOR, CHRISTOPHER J.",TX,3,LIBERTARIAN PARTY,House,Open seat,N,,,,Other,christopher  claytor,https://ballotpedia.org/Christopher_Claytor,,,,,
944,H4MO05234,"CLEAVER, EMANUEL II",MO,5,DEMOCRATIC PARTY,House,Incumbent,N,C001061,Emanuel Cleaver,400639.0,Democrat,emanuel  cleaver,https://ballotpedia.org/Emanuel_Cleaver,repcleaver,163570705,,,
945,H4MO05234,"CLEAVER, EMANUEL II",MO,5,DEMOCRATIC PARTY,House,Incumbent,N,C001061,Emanuel Cleaver,400639.0,Democrat,emanuel  cleaver,https://ballotpedia.org/Emanuel_Cleaver,vote4cleaver,801478506,,,
946,H2CA38260,"CLEMMONS, MITCHELL",CA,38,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,mitchell  clemmons,,,,,,
947,H0TX30081,"CLEVELAND, SHENITA LACHE",TX,30,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,shenita  cleveland,,,,,,
949,H2NC14027,"CLICK, NATHAN",NC,13,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,nathan  click,https://ballotpedia.org/Nathan_Click,nayteclick,1314028535334526982,,,
950,H2VT01092,"CLIFFORD, SIANAY CHASE",VT,0,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,sianay  clifford,https://ballotpedia.org/Sianay_Clifford,,,,,
951,H8VA06104,"CLINE, BENJAMIN LEE",VA,6,REPUBLICAN PARTY,House,Incumbent,C,C001118,Ben Cline,412832.0,Republican,benjamin  cline,https://ballotpedia.org/Ben_Cline,repbencline,1072158357237174272,,,
953,H8VA06104,"CLINE, BENJAMIN LEE",VA,6,REPUBLICAN PARTY,House,Incumbent,C,C001118,Ben Cline,412832.0,Republican,benjamin  cline,https://ballotpedia.org/Ben_Cline,cline4virginia,40264497,,,
954,H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,C001115,Michael Cloud (Texas),412746.0,Republican,michael  cloud,https://ballotpedia.org/Michael_Cloud_(Texas),michaeljcloud,23725826,,,
955,H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,C001115,Michael Cloud (Texas),412746.0,Republican,michael  cloud,https://ballotpedia.org/Michael_Cloud_(Texas),repcloudtx,1039879658400112640,,,
956,H2TN08168,"CLOUSE, GARY DEAN DR.",TN,8,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,gary  clouse,https://ballotpedia.org/Dean_Clouse,,,,,
957,H2SC02042,"CLYBURN, JAMES E.",SC,6,DEMOCRATIC PARTY,House,Incumbent,N,C000537,James E. Clyburn,400075.0,Democrat,james  clyburn,https://ballotpedia.org/James_Clyburn,repjamesclyburn,188019606,,,
958,H2SC02042,"CLYBURN, JAMES E.",SC,6,DEMOCRATIC PARTY,House,Incumbent,N,C000537,James E. Clyburn,400075.0,Democrat,james  clyburn,https://ballotpedia.org/James_Clyburn,clyburnsc06,2389877058,,,
960,H0GA09246,"CLYDE, ANDREW",GA,9,REPUBLICAN PARTY,House,Incumbent,N,C001116,,456813.0,Republican,andrew  clyde,https://ballotpedia.org/Andrew_Clyde,rep_clyde,1357017361568694274,,,
961,H2WA05113,"CLYNCH, SEAN R",WA,5,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,sean  clynch,https://ballotpedia.org/Sean_Clynch,,,,,
962,H2NC11254,"COATNEY, DAVID ADAM",NC,11,LIBERTARIAN PARTY,House,Challenger,P,,,,Other,david  coatney,https://ballotpedia.org/David_Coatney,therealcoatney,1416039054454444032,,,
964,H2KY03248,"COBBLE, DANIEL",KY,3,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,daniel  cobble,,,,,,
965,H2AL04105,"COCHRAN, JOHN",AL,4,LIBERTARIAN PARTY,House,Challenger,P,,,,Other,john  cochran,https://ballotpedia.org/Johnny_C._Cochran,johnnyccochran,1524935707424342016,,,
968,H2PA17186,"CODER, KATHY",PA,17,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,kathy  coder,https://ballotpedia.org/Kathleen_Coder,kathycoder,717067261,,,
969,H2PA03145,"COGBILL, MICHAEL",PA,3,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,michael  cogbill,https://ballotpedia.org/Michael_Cogbill,michaelforpa,1227284287139074048,,,
971,H2AK01133,"COGHILL, JOHN B JR.",AK,0,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,john  coghill,https://ballotpedia.org/John_B._Coghill,,,,,
972,H6TN09068,"COHEN, STEVE I MR.",TN,9,DEMOCRATIC PARTY,House,Incumbent,N,C001068,Steve Cohen,412236.0,Democrat,steve  cohen,https://ballotpedia.org/Steve_Cohen,reelectcohen,34884583,,,
973,H6TN09068,"COHEN, STEVE I MR.",TN,9,DEMOCRATIC PARTY,House,Incumbent,N,C001068,Steve Cohen,412236.0,Democrat,steve  cohen,https://ballotpedia.org/Steve_Cohen,repcohen,162069635,,,
974,H2TX07119,"COHEN, TINA MRS.",TX,7,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,tina  cohen,https://ballotpedia.org/Tina_Blum_Cohen,tinacohen18,17264863,,,
976,H4FL15155,"COHN, ALAN",FL,15,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,alan  cohn,https://ballotpedia.org/Alan_Cohn,alanmcohn,1719302509,,,
979,H2MA05153,"COLARUSSO, CAROLINE",MA,5,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,caroline  colarusso,https://ballotpedia.org/Caroline_Colarusso,carolineforma5,1517108746509561857,,,
981,H2IL01208,"COLE, JAHMAL",IL,1,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,jahmal  cole,https://ballotpedia.org/Jahmal_Cole,jahmal_cole,,No tweets found.,Name not found.,
982,H2IN09217,"COLE, JONATHON DALE",IN,9,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,jonathon  cole,,,,,,
983,H2OK04055,"COLE, TOM",OK,4,REPUBLICAN PARTY,House,Incumbent,C,C001053,Tom Cole,400077.0,Republican,tom  cole,https://ballotpedia.org/Tom_Cole_(Oklahoma),tomcoleok04,23124635,,,
984,H2OK04055,"COLE, TOM",OK,4,REPUBLICAN PARTY,House,Incumbent,C,C001053,Tom Cole,400077.0,Republican,tom  cole,https://ballotpedia.org/Tom_Cole_(Oklahoma),coleforcongress,57438769,,,
985,H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,W000822,,412644.0,Democrat,bonnie  coleman,https://ballotpedia.org/Bonnie_Watson_Coleman,repbonnie,2968451607,,,
986,H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,W000822,,412644.0,Democrat,bonnie  coleman,https://ballotpedia.org/Bonnie_Watson_Coleman,bonnie4congress,1473761198,,,
987,H2AL02182,"COLEMAN, JEFF",AL,2,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,jeff  coleman,,,,,,
988,H2MI13410,"COLEMAN, SIMONE R.",MI,13,OTHER,House,Challenger,N,,,,Other,simone  coleman,https://ballotpedia.org/Simone_Coleman,,,,,
990,H0MD08203,"COLL, GREGORY THOMAS",MD,8,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,gregory  coll,https://ballotpedia.org/Gregory_Coll,collforcongress,174446037,,,
991,H0VA03124,"COLLICK, JOHN WILLIAM MR. JR.",VA,3,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,john  collick,,,,,,
992,H2TX25319,"COLLIER, SCOTT",TX,25,INDEPENDENT,House,Challenger,C,,,,Other,scott  collier,,,,,,
994,H0MD02255,"COLLIER, SCOTT M",MD,7,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,scott  collier,https://ballotpedia.org/Scott_M._Collier,oneunitedvoice,1316236981521661955,No tweets found.,,
996,H2TX08273,"COLLINS, CHRISTIAN",TX,8,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,christian  collins,https://ballotpedia.org/Christian_Collins,collinsfortx,2478913525,,,
997,H0TX32087,"COLLINS, GENEVIEVE D",TX,32,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,genevieve  collins,,,,,,
998,H2IL01315,"COLLINS, JACQUELINE",IL,1,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,jacqueline  collins,https://ballotpedia.org/Jacqueline_Collins,,,,,
999,H2FL14251,"COLLINS, JAY",FL,15,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jay  collins,,,,,,
1001,H0CA43108,"COLLINS, JOE E III",CA,36,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,joe  collins,https://ballotpedia.org/Joe_Collins_(California),joeecollins3,1124665360823848961,,,
