,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
1523,H6PA02171,"EVANS, DWIGHT",PA,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,dwight  evans,https://ballotpedia.org/Dwight_Evans,E000296,RepDwightEvans,90639372,,,
1524,H2GA06164,"EVANS, JAKE",GA,6,REPUBLICAN PARTY,House,Challenger,C,Republican,jake  evans,https://ballotpedia.org/Jake_Evans,,jakeevans11,325167553,No tweets found.,,
1525,H2GA06164,"EVANS, JAKE",GA,6,REPUBLICAN PARTY,House,Challenger,C,Republican,jake  evans,https://ballotpedia.org/Jake_Evans,,JakeEvansGA,1413602068028350467,No tweets found.,,
1527,H2IL11173,"EVANS, JERRY",IL,11,REPUBLICAN PARTY,House,Challenger,C,Republican,jerry  evans,https://ballotpedia.org/Jerry_Evans_(Illinois),,JerryEvans2020,1186102149555601410,,,
1529,H2ID01176,"EVANS, JOE MR.",ID,1,LIBERTARIAN PARTY,House,Challenger,N,Other,joe  evans,https://ballotpedia.org/Joe_Evans_(Idaho_congressional_candidate),,idjoe4congress,,No tweets found.,Name not found.,
1530,H2ID01176,"EVANS, JOE MR.",ID,1,LIBERTARIAN PARTY,House,Challenger,N,Other,joe  evans,https://ballotpedia.org/Joe_Evans_(Idaho_congressional_candidate),,joerevans,212010216,,,
1532,H2AK01067,"EVANS, SHANNON SCOTT MR.",AK,0,REPUBLICAN PARTY,House,Challenger,N,Republican,shannon  evans,,,,,,,
1533,H2TX18165,"EVERGREEN, CASSIUS MARCELLOUS",TX,18,DEMOCRATIC PARTY,House,Challenger,N,Democrat,cassius  evergreen,,,,,,,
1534,H2MN01355,"EWING, J.R.",MN,1,REPUBLICAN PARTY,House,Challenger,N,Republican,jr  ewing,https://ballotpedia.org/J.R._Ewing,,,,,,
1535,H2MS04258,"EZELL, WALTER MICHAEL",MS,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,walter  ezell,https://ballotpedia.org/Mike_Ezell,E000235,RepEzell,1602788004749344768,,,
1536,H2MS04258,"EZELL, WALTER MICHAEL",MS,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,walter  ezell,https://ballotpedia.org/Mike_Ezell,E000235,MikeEzellMS,1377293395333246981,,,
1537,H2MS04258,"EZELL, WALTER MICHAEL",MS,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,walter  ezell,https://ballotpedia.org/Mike_Ezell,E000235,MikeEzell11,1164628011481800704,,,
1538,H8FL26062,"FAAS, SOURAYA",FL,28,LIBERTARIAN PARTY,House,Open seat,N,Other,souraya  faas,,,,,,,
1539,H2IL08153,"FAHEEM, MOHAMMED",IL,8,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mohammed  faheem,,,,,,,
1540,H2FL20324,"FAIN, SHELLEY",FL,20,WRITE-IN,House,Open seat,N,Other,shelley  fain,https://ballotpedia.org/Shelley_Fain,,shelley_fain,1415864340150894600,No tweets found.,,
1543,H2TN06188,"FAIRCLOTH, CLAY",TN,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,clay  faircloth,https://ballotpedia.org/Clay_Faircloth,,ClayFaircloth,1491866741877743618,,,
1545,H2TN06170,"FAIRLCOTH JR, ROY CLAYBORNE (CLAY FAIR",TN,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,roy  fairlcoth,https://ballotpedia.org/Clay_Faircloth,,ClayFaircloth,1491866741877743618,,,
1546,H2NY22196,"FAJANS-TURNER, VANESSA",NY,22,DEMOCRATIC PARTY,House,Challenger,P,Democrat,vanessa  fajansturner,,,,,,,
1547,H2IL04160,"FALAKOS, JAMES",IL,4,REPUBLICAN PARTY,House,Challenger,N,Republican,james  falakos,https://ballotpedia.org/James_Falakos,,,,,,
1548,H2NY17188,"FALCIGLIA, CHARLES J.",NY,17,REPUBLICAN PARTY,House,Challenger,C,Republican,charles  falciglia,,,,,,,
1549,H2NY81010,"FALK, EDWARD MR",NY,81,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,edward  falk,,,,,,,
1551,H0TX04219,"FALLON, PATRICK",TX,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  fallon,https://ballotpedia.org/Pat_Fallon,F000246,RepPatFallon,1343258042704527362,,,
1552,H0TX04219,"FALLON, PATRICK",TX,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  fallon,https://ballotpedia.org/Pat_Fallon,F000246,FallonForTexas,256157258,,,
1553,H2NY20133,"FALLON-UNDERWOOD, JACK",NY,20,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jack  fallonunderwood,,,,,,,
1554,H2PA06163,"FANELLI, STEVE",PA,6,REPUBLICAN PARTY,House,Challenger,C,Republican,steve  fanelli,https://ballotpedia.org/Steve_Fanelli,,,,,,
1555,H2IN01230,"FANTIN, RICHARD E",IN,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,richard  fantin,https://ballotpedia.org/Richard_Fantin,,,,,,
1556,H2FL09269,"FARBER, SAM",FL,9,REPUBLICAN PARTY,House,Challenger,N,Republican,sam  farber,,,,,,,
1557,H2FL11133,"FARLEY, STEVE EDWARD",FL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,steve  farley,,,,,,,
1558,H2NY21156,"FARRELL, BRIDIE",NY,21,DEMOCRATIC PARTY,House,Challenger,C,Democrat,bridie  farrell,,,,,,,
1559,H2MO01237,"FAULKNER, MARK EUGENE",MO,1,REPUBLICAN PARTY,House,Challenger,N,Republican,mark  faulkner,,,,,,,
1560,H2NY16099,"FAULKNER, WILLIAM",NY,16,REPUBLICAN PARTY,House,Challenger,P,Republican,william  faulkner,,,,,,,
1561,H2CO07154,"FAUST, KYLE ALEXANDER",CO,7,DEMOCRATIC PARTY,House,Open seat,N,Democrat,kyle  faust,,,,,,,
1563,H2CA37320,"FEDALIZO, BALTAZAR MR.",CA,37,REPUBLICAN PARTY,House,Open seat,N,Republican,baltazar  fedalizo,https://ballotpedia.org/Baltazar_Fedalizo,,bong4congress,,No tweets found.,Name not found.,
1564,H0IA04145,"FEENSTRA, RANDALL",IA,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,randall  feenstra,https://ballotpedia.org/Randy_Feenstra,F000446,RandyFeenstra,23764160,,,
1565,H0IA04145,"FEENSTRA, RANDALL",IA,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,randall  feenstra,https://ballotpedia.org/Randy_Feenstra,F000446,RepFeenstra,1345135363761852416,,,
1567,H2KY02166,"FEHER, BRENT",KY,2,REPUBLICAN PARTY,House,Challenger,N,Republican,brent  feher,https://ballotpedia.org/Brent_Feher,,BrentFeher,80202438,,,
1568,H0MI04108,"FEIG, ANTHONY DEAN DR.",MI,4,DEMOCRATIC PARTY,House,Challenger,C,Democrat,anthony  feig,,,,,,,
1569,H2CO05232,"FEIGENBAUM, MATTHEW",CO,5,UNAFFILIATED,House,Challenger,N,Other,matthew  feigenbaum,https://ballotpedia.org/Matthew_Feigenbaum,,,,,,
1570,H2FL21074,"FEIT, KEITH DR.",FL,21,REPUBLICAN PARTY,House,Challenger,C,Republican,keith  feit,,,,,,,
1571,H2NC10132,"FELDER, MICHAEL",NC,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  felder,https://ballotpedia.org/Michael_Felder,,,,,,
1572,H0CA40120,"FELIX, ANTHONY DR. JR.",CA,40,DEMOCRATIC PARTY,House,Challenger,C,Democrat,anthony  felix,,,,,,,
1573,H2CA10236,"FENG, KARENA APPLE MS.",CA,9,INDEPENDENT,House,Challenger,N,Other,karena  feng,,,,,,,
1574,H6GA03113,"FERGUSON, ANDERSON DREW IV",GA,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,anderson  ferguson,,F000465,,,,,
1575,H2PA01107,"FERMO, PAUL",PA,1,DEMOCRATIC PARTY,House,Challenger,C,Democrat,paul  fermo,,,,,,,
1576,H2FL07289,"FERNANDEZ, HLSIA TATIANA",FL,7,DEMOCRATIC PARTY,House,Open seat,P,Democrat,hlsia  fernandez,https://ballotpedia.org/Tatiana_Fernandez,,,,,,
1577,H2NJ07267,"FERNANDEZ, VERONICA",NJ,7,INDEPENDENT,House,Challenger,N,Other,veronica  fernandez,,,,,,,
1578,H2NJ03290,"FERRARA, NICHOLAS JUDE",NJ,3,REPUBLICAN PARTY,House,Challenger,P,Republican,nicholas  ferrara,https://ballotpedia.org/Nicholas_Ferrara,,,,,,
1579,H2NJ05345,"FERRIGNO, TREVOR JAMES MR.",NJ,5,INDEPENDENT,House,Challenger,N,Other,trevor  ferrigno,https://ballotpedia.org/Trevor_Ferrigno,,,,,,
1580,H2TX35110,"FEWINGS, DANIELLE AMELIA",TX,35,DEMOCRATIC PARTY,House,Challenger,N,Democrat,danielle  fewings,,,,,,,
1582,H2NY01174,"FIGLIOLA, ANTHONY M",NY,1,REPUBLICAN PARTY,House,Open seat,C,Republican,anthony  figliola,https://ballotpedia.org/Anthony_Figliola,,afigliola1,1463204268630941700,,,
1583,H2VA08186,"FIKRE, THEODORE",VA,8,INDEPENDENT,House,Challenger,N,Other,theodore  fikre,https://ballotpedia.org/Teddy_Fikre,,teddy_fikre,1411475958402535432,,,
1585,H2MN01223,"FINSTAD, BRAD",MN,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad,F000475,RepFinstad,1563316176717246464,,,
1586,H2MN01223,"FINSTAD, BRAD",MN,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad,F000475,BradFinstad,3221588438,,,
1587,H0MN07091,"FISCHBACH, MICHELLE",MN,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach,F000470,michellefischb,1905462938,,,
1589,H0MN07091,"FISCHBACH, MICHELLE",MN,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach,F000470,RepFischbach,1344375287484723205,,,
1590,H0MN07091,"FISCHBACH, MICHELLE",MN,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach,F000470,FischbachMN7,1159929043816460288,,,
1591,H2FL04187,"FISCHER, JASON",FL,4,REPUBLICAN PARTY,House,Challenger,C,Republican,jason  fischer,,,,,,,
1592,H2NJ06236,"FISHER, TARA LYNN",NJ,6,LIBERTARIAN PARTY,House,Challenger,N,Other,tara  fisher,https://ballotpedia.org/Tara_Fisher,,fisher4freedom,1512948996783939591,,,
1594,H2NY12213,"FITZGERALD, MIKE",NY,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mike  fitzgerald,,,,,,,
1595,H0WI05113,"FITZGERALD, SCOTT",WI,5,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald,F000471,RepFitzgerald,1004891731,,,
1596,H0WI05113,"FITZGERALD, SCOTT",WI,5,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald,F000471,FitzgeraldForWI,1169399788539928576,,,
1599,H6PA08277,"FITZPATRICK, BRIAN",PA,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick,F000466,BrianFitzUSA,4905487413,,,
1600,H6PA08277,"FITZPATRICK, BRIAN",PA,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick,F000466,RepBrianFitz,816303263586914304,,,
1601,H2CO05265,"FLANAGAN, BRIAN",CO,5,LIBERTARIAN PARTY,House,Challenger,N,Other,brian  flanagan,,,,,,,
1602,H2NJ03233,"FLANAGAN, TRICIA",NJ,4,REPUBLICAN PARTY,House,Challenger,C,Republican,tricia  flanagan,,,,,,,
1603,H0TN03254,"FLEISCHMANN, CHARLES J",TN,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann,F000459,chuck4congress,50036176,,,
1604,H0TN03254,"FLEISCHMANN, CHARLES J",TN,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann,F000459,RepChuck,235190657,,,
1605,H0NY01202,"FLEMING, BRIDGET",NY,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,bridget  fleming,https://ballotpedia.org/Bridget_M._Fleming,,bridgetmfleming,48500146,,,
1608,H8TX07140,"FLETCHER, ELIZABETH",TX,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher,F000468,Lizzie4Congress,857009033882083329,,,
1609,H8TX07140,"FLETCHER, ELIZABETH",TX,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher,F000468,RepFletcher,1075904377221722113,,,
1610,H2NJ01161,"FLETCHER, ISAIAH",NJ,1,LIBERTARIAN PARTY,House,Challenger,N,Other,isaiah  fletcher,https://ballotpedia.org/Isaiah_Fletcher,,Isaiah4congress,1511866095103320070,,,
1611,H2NJ01179,"FLETCHER, ISAIAH",NJ,1,LIBERTARIAN PARTY,House,Challenger,N,Other,isaiah  fletcher,https://ballotpedia.org/Isaiah_Fletcher,,Isaiah4congress,1511866095103320070,,,
1614,H2OH12142,"FLETCHER, MICHAEL",OH,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  fletcher,https://ballotpedia.org/Michael_Fletcher_(Ohio),,,,,,
1615,H0TN08287,"FLINN, GEORGE S DR JR",TN,9,INDEPENDENT,House,Challenger,P,Other,george  flinn,https://ballotpedia.org/George_Flinn_Jr.,,,,,,
1616,H2NY16115,"FLISSER, MIRIAM",NY,16,REPUBLICAN PARTY,House,Challenger,P,Republican,miriam  flisser,https://ballotpedia.org/Miriam_Levitt_Flisser,,,,,,
1617,H2NE01118,"FLOOD, MIKE",NE,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,mike  flood,https://ballotpedia.org/Mike_Flood,F000474,USRepMikeFlood,1547025742529167360,,,
1618,H2NE01118,"FLOOD, MIKE",NE,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,mike  flood,https://ballotpedia.org/Mike_Flood,F000474,Flood4Nebraska,1487156409028558849,,,
1620,H2NJ07242,"FLORA, JOHN P",NJ,7,REPUBLICAN PARTY,House,Challenger,P,Republican,john  flora,https://ballotpedia.org/John_P._Flora,,,,,,
1621,H2CA42254,"FLORES, JULIO CESAR",CA,42,GREEN PARTY,House,Challenger,N,Other,julio  flores,https://ballotpedia.org/Julio_Cesar_Flores,,,,,,
1622,H2TX34113,"FLORES, MAYRA NOHEMI",TX,34,REPUBLICAN PARTY,House,Incumbent,P,Republican,mayra  flores,https://ballotpedia.org/Mayra_Flores,F000473,MayraFlores2022,89469296,,,
1624,H2CA21217,"FLORES-GIBSON, MARTHA ELENA DR",CA,21,REPUBLICAN PARTY,House,Challenger,N,Republican,martha  floresgibson,,,,,,,
1625,H2AK00283,"FLORSCHUTZ, OTTO H. III",AK,0,REPUBLICAN PARTY,House,Open seat,N,Republican,otto  florschutz,https://ballotpedia.org/Otto_Florschutz,,,,,,
1626,H2MD02335,"FLOWERS, BERNARD",MD,2,REPUBLICAN PARTY,House,Challenger,C,Republican,bernard  flowers,https://ballotpedia.org/Bernard_Flowers,,BerneyFlowers,,No tweets found.,Name not found.,
1628,H0MS02082,"FLOWERS, BRIAN WESLEY",MS,2,REPUBLICAN PARTY,House,Challenger,P,Republican,brian  flowers,https://ballotpedia.org/Brian_Flowers,,,,,,
1629,H2GA14044,"FLOWERS, MARCUS",GA,14,DEMOCRATIC PARTY,House,Challenger,P,Democrat,marcus  flowers,https://ballotpedia.org/Marcus_Flowers,,Marcus4Georgia,1267866658586136577,,,
1631,H2OR06090,"FLYNN, CARRICK RONAN MORGAN",OR,6,DEMOCRATIC PARTY,House,Open seat,C,Democrat,carrick  flynn,https://ballotpedia.org/Carrick_Flynn,,CarrickFlynnOR,1488251711605067780,,,
1633,H2FL20282,"FLYNN, JIM P",FL,20,NO PARTY AFFILIATION,House,Open seat,N,Other,jim  flynn,https://ballotpedia.org/Jim_Flynn_(Florida),,,,,,
1634,H2DC01037,"FLYUNT, MIKHAIL PETER MR.",DC,0,REPUBLICAN PARTY,House,Challenger,N,Republican,mikhail  flyunt,,,,,,,
1635,H6MD05222,"FOGG, MATTHEW",MD,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,matthew  fogg,https://ballotpedia.org/Matthew_Fogg,,MarshalFogg,85686042,,,
1638,H2MD06328,"FOLDI, MATTHEW",MD,6,REPUBLICAN PARTY,House,Challenger,P,Republican,matthew  foldi,https://ballotpedia.org/Matthew_Foldi,,MatthewFoldi,1644734071,,,
1639,H2AL13015,"FOLEY, JIMMY MR",AL,13,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,jimmy  foley,,,,,,,
1640,H2OH13272,"FOLGER PORTER, JANET L",OH,13,REPUBLICAN PARTY,House,Open seat,C,Republican,janet  porter,https://ballotpedia.org/Janet_Folger_Porter,,,,,,
1641,H8CA17105,"FORBES, STEPHEN",CA,17,DEMOCRATIC PARTY,House,Challenger,N,Democrat,stephen  forbes,https://ballotpedia.org/Stephen_Forbes,,,,,,
1642,H2TX08166,"FORD, JERRY MR.",TX,38,REPUBLICAN PARTY,House,Open seat,P,Republican,jerry  ford,https://ballotpedia.org/Jerry_Ford_Sr.,,,,,,
1643,H2GA09234,"FORD, MICHAEL C. MR.",GA,9,DEMOCRATIC PARTY,House,Challenger,C,Democrat,michael  ford,https://ballotpedia.org/Michael_Ford_(Georgia),,Mike4Georgia,,No tweets found.,Name not found.,
1645,H8CA45189,"FORDE, BRIAN",CA,45,DEMOCRATIC PARTY,House,Challenger,N,Democrat,brian  forde,,,,,,,
1646,H2CO18011,"FORDHAM, ABIGAIL MRS",CO,18,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,abigail  fordham,,,,,,,
1648,H2GA10273,"FORE, JESSICA ALLISON",GA,10,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jessica  fore,https://ballotpedia.org/Jessica_Fore,,jessicaforega,1482072840442630144,No tweets found.,,
1649,H2IN17012,"FORSYTH, ERICSON MR",IN,17,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,ericson  forsyth,,,,,,,
1650,H2NY49017,"FORSYTH, HIRAM MR",NY,49,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,hiram  forsyth,,,,,,,
1651,H2GA13103,"FORT, VINCENT",GA,13,DEMOCRATIC PARTY,House,Challenger,P,Democrat,vincent  fort,,,,,,,
1653,H2NY14128,"FORTE, TINA",NY,14,REPUBLICAN PARTY,House,Challenger,P,Republican,tina  forte,https://ballotpedia.org/Tina_Forte,,TinaForteUSA,1407849760221011971,,,
1654,H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",NE,1,REPUBLICAN PARTY,House,Incumbent,P,Republican,jeffrey  fortenberry,https://ballotpedia.org/Jeff_Fortenberry,F000449,supportfortNE,,No tweets found.,Name not found.,
1657,H0VA02183,"FOSTER, DAVID B.",VA,1,INDEPENDENT,House,Challenger,N,Other,david  foster,https://ballotpedia.org/David_Bruce_Foster_(Virginia_congressional_candidate),,rsvptruth,781171647789359104,No tweets found.,,
1658,H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois),,Foster4Congress,188403766,,,
1659,H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois),,RepBillFoster,1080509366,,,
1660,H2AK00408,"FOSTER, LAUREL A.",AK,0,NONPARTISAN,House,Open seat,N,Other,laurel  foster,https://ballotpedia.org/Laurel_Foster,,Laurel4Alaska,1510364519423430657,No tweets found.,,
1662,H2IL13211,"FOSTER, NANCY",IL,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,nancy  foster,,,,,,,
1663,H0TX04151,"FOSTER, RUSSELL",TX,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,russell  foster,,,,,,,
1664,H2AZ06296,"FOSTER, WILLIAM",AZ,6,INDEPENDENT,House,Challenger,N,Other,william  foster,,,,,,,
1665,H2NC06114,"FOUSHEE, VALERIE",NC,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee,F000477,FousheeforNC,822521744661458944,,,
1666,H2NC06114,"FOUSHEE, VALERIE",NC,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee,F000477,ValerieFoushee,1611471154732060692,,,
1667,H2NC06114,"FOUSHEE, VALERIE",NC,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee,F000477,ValFoushee,983298182,,,
1669,H2CT21013,"FOWLER, ARNOLD DANIEL MR",CT,21,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,arnold  fowler,,,,,,,
1670,H2TX28099,"FOWLER, STEVEN",TX,28,REPUBLICAN PARTY,House,Challenger,C,Republican,steven  fowler,https://ballotpedia.org/Steven_Fowler,,fightlikehelltx,,No tweets found.,Name not found.,
1672,H2GA34018,"FOWLER, TIMOTHY MR",GA,34,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,timothy  fowler,,,,,,,
1673,H2RI02176,"FOX, JOY",RI,2,DEMOCRATIC PARTY,House,Open seat,C,Democrat,joy  fox,https://ballotpedia.org/Joy_Fox,,JoyFoxRI,48741536,,,
1675,H2CA16167,"FOX, RICHARD DR.",CA,16,REPUBLICAN PARTY,House,Challenger,C,Republican,richard  fox,https://ballotpedia.org/Richard_Fox_(California),,,,,,
1676,H2PA18226,"FOX, STEPHANIE",PA,18,DEMOCRATIC PARTY,House,Open seat,N,Democrat,stephanie  fox,,,,,,,
1678,H0WV03193,"FOX-SPENCER, BELINDA",WV,1,INDEPENDENT,House,Challenger,N,Other,belinda  foxspencer,https://ballotpedia.org/Belinda_Fox-Spencer,,bfoxspencer,1406276460,,,
1679,H4NC05146,"FOXX, VIRGINIA ANN",NC,5,REPUBLICAN PARTY,House,Incumbent,C,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx,F000450,virginiafoxx,16256269,,,
1680,H4NC05146,"FOXX, VIRGINIA ANN",NC,5,REPUBLICAN PARTY,House,Incumbent,C,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx,F000450,foxxforcongress,61608485,,,
1682,H2TX24163,"FRAGNOLI, KATHY",TX,24,DEMOCRATIC PARTY,House,Challenger,C,Democrat,kathy  fragnoli,https://ballotpedia.org/Kathy_Fragnoli,,Kathy4Congress,1460751515723829248,,,
1683,H2CT02161,"FRANCE, MIKE",CT,2,REPUBLICAN PARTY,House,Challenger,N,Republican,mike  france,https://ballotpedia.org/Mike_France,,MikeFranceCT2,1329488035906465793,,,
1685,H2NY10332,"FRANCIS, QUANDA",NY,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,quanda  francis,https://ballotpedia.org/Quanda_Francis,,QuandaFrancis,1300862981593591809,,,
1687,H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel,,RepLoisFrankel,1077121945,,,
1688,H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel,,LoisFrankel,349296252,,,
1689,H2CA24211,"FRANKENFIELD, JEFF",CA,24,INDEPENDENT,House,Challenger,N,Other,jeff  frankenfield,https://ballotpedia.org/Jeff_Frankenfield,,,,,,
1691,H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin,F000472,ScottFranklinFL,1247958910025203712,,,
1692,H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin,F000472,RepFranklin,1343664721384398849,,,
1693,H2NC03152,"FRANKO, CHRISTOPHER J",NC,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,christopher  franko,,,,,,,
1694,H2FL21108,"FRANZESE, DANIEL JOHN",FL,22,REPUBLICAN PARTY,House,Challenger,C,Republican,daniel  franzese,https://ballotpedia.org/Dan_Franzese,,danforfl,1394350988400775169,,,
1697,H2NY23152,"FRATTO, MARIO",NY,24,REPUBLICAN PARTY,House,Open seat,P,Republican,mario  fratto,https://ballotpedia.org/Mario_Fratto,,MarioFratto,21471462,,,
1698,H8CA18095,"FREDRICH, JOHN KARL",CA,16,NONE,House,Challenger,N,Other,john  fredrich,https://ballotpedia.org/John_Karl_Fredrich,,,,,,
1699,H2KY54019,"FREDRICK, ADMIRAL MR",KY,54,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,admiral  fredrick,,,,,,,
1700,H2OH14114,"FREDRICKSON, MATTHEW",OH,14,REPUBLICAN PARTY,House,Challenger,N,Republican,matthew  fredrickson,,,,,,,
1701,H2NC04127,"FREDSELLL, ERIK",NC,4,REPUBLICAN PARTY,House,Open seat,N,Republican,erik  fredselll,,,,,,,
1702,H2AZ02394,"FREE, LUCRETIA",AZ,2,REPUBLICAN PARTY,House,Open seat,C,Republican,lucretia  free,,,,,,,
1703,H2NM02183,"FREEMAN, GORDON",NM,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,gordon  freeman,,,,,,,
1704,H2CA06317,"FREMGEN, JAMES LUCAS",CA,7,DEMOCRATIC PARTY,House,Challenger,P,Democrat,james  fremgen,https://ballotpedia.org/Jimmy_Fremgen,,Jimmy_Fremgen,1348314920,,,
1706,H2WA03183,"FRENCH, LESLIE LEIGH",WA,3,REPUBLICAN PARTY,House,Challenger,C,Republican,leslie  french,https://ballotpedia.org/Leslie_French,,FrenchCongress,1494392948162629639,,,
1708,H2TX21136,"FRENCH, MICHAEL ALEXANDER MR.",TX,21,REPUBLICAN PARTY,House,Challenger,C,Republican,michael  french,https://ballotpedia.org/Michael_French,,,,,,
1709,H2KS02150,"FRIDLINGTON, JOSEPH",KS,2,UNAFFILIATED,House,Challenger,N,Other,joseph  fridlington,,,,,,,
1710,H2NC03129,"FRIEND, BRIAN M",NC,3,REPUBLICAN PARTY,House,Challenger,N,Republican,brian  friend,https://ballotpedia.org/Brian_Friend,,,,,,
1711,H2AZ02329,"FRIESE, RANDALL S.",AZ,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,randall  friese,,,,,,,
1712,H2CO03351,"FRISCH, ADAM",CO,3,DEMOCRATIC PARTY,House,Challenger,C,Democrat,adam  frisch,https://ballotpedia.org/Adam_Frisch,,,,,,
1713,H2NJ11210,"FRISCIA, LARRY",NJ,11,REPUBLICAN PARTY,House,Challenger,C,Republican,larry  friscia,,,,,,,
1714,H2OK02257,"FRIX, AVERY",OK,2,REPUBLICAN PARTY,House,Open seat,P,Republican,avery  frix,https://ballotpedia.org/Avery_Carl_Frix,,averyfrix,325170145,,,
